code,time_zone_id,country,region
IJX,America/Chicago,United States,Domestic
IKA,Asia/Tehran,"Iran, Islamic Republic of",Middle East
JUO,America/Bogota,Colombia,South America
JUP,America/Los_Angeles,United States,Domestic
IKB,America/New_York,United States,Domestic
JUT,America/Tegucigalpa,Honduras,Mexico/Central America
JUZ,Asia/Shanghai,China,Pacific
JVL,America/Chicago,United States,Domestic
IKI,Asia/Tokyo,Japan,Pacific
IKK,America/Chicago,United States,Domestic
JWL,America/Chicago,United States,Domestic
IKP,Australia/Brisbane,Australia,Australia/New Zealand
JXN,America/Detroit,United States,Domestic
IKS,Asia/Yakutsk,Russian Federation,Europe
IKT,Asia/Irkutsk,Russian Federation,Europe
IKU,Asia/Bishkek,Kyrgyzstan,Pacific
JSR,Asia/Dhaka,Bangladesh,Pacific
JST,America/New_York,United States,Domestic
KAC,Asia/Damascus,Syrian Arab Republic,Middle East
KAD,Africa/Lagos,Nigeria,Africa
KUZ,Asia/Seoul,"Korea, Republic of",Pacific
JTC,America/Sao_Paulo,Brazil,South America
JUB,Africa/Juba,South Sudan,Africa
JUI,Europe/Berlin,Germany,Europe
JUL,America/Lima,Peru,South America
JUM,Asia/Kathmandu,Nepal,Pacific
JWN,Asia/Tehran,"Iran, Islamic Republic of",Middle East
JYR,Asia/Tehran,"Iran, Islamic Republic of",Middle East
JYV,Europe/Helsinki,Finland,Europe
JZH,Asia/Shanghai,China,Pacific
KAA,Africa/Lusaka,Zambia,Africa
ILB,America/Campo_Grande,Brazil,South America
KAJ,Europe/Helsinki,Finland,Europe
KAM,Asia/Aden,Yemen,Middle East
KAN,Africa/Lagos,Nigeria,Africa
KAO,Europe/Helsinki,Finland,Europe
ILD,Europe/Madrid,Spain,Europe
KAT,Pacific/Auckland,New Zealand,Australia/New Zealand
ILE,America/Chicago,United States,Domestic
KAX,Australia/Perth,Australia,Australia/New Zealand
KAZ,Asia/Jayapura,Indonesia,Pacific
KBA,Africa/Freetown,Sierra Leone,Africa
KBH,Asia/Karachi,Pakistan,Pacific
KBL,Asia/Kabul,Afghanistan,Pacific
KBP,Europe/Kiev,Ukraine,Europe
KBI,Africa/Douala,Cameroon,Africa
KBR,Asia/Kuala_Lumpur,Malaysia,Pacific
KBS,Africa/Freetown,Sierra Leone,Africa
KBV,Asia/Bangkok,Thailand,Pacific
KBN,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KCF,Asia/Karachi,Pakistan,Pacific
KCH,Asia/Kuching,Malaysia,Pacific
KAS,Africa/Windhoek,Namibia,Africa
KAU,Europe/Helsinki,Finland,Europe
ILG,America/New_York,United States,Domestic
ILH,Europe/Berlin,Germany,Europe
KBU,Asia/Makassar,Indonesia,Pacific
ILI,America/Anchorage,United States,Alaska
ILK,Indian/Antananarivo,Madagascar,Africa
KBX,Asia/Jayapura,Indonesia,Pacific
ILL,America/Chicago,United States,Domestic
KBZ,Pacific/Auckland,New Zealand,Australia/New Zealand
KCA,Asia/Shanghai,China,Pacific
ILM,America/New_York,United States,Domestic
ILN,America/New_York,United States,Domestic
ILO,Asia/Manila,Philippines,Pacific
ILP,Pacific/Noumea,New Caledonia,Pacific
ILQ,America/Lima,Peru,South America
ILR,Africa/Lagos,Nigeria,Africa
ILS,America/El_Salvador,El Salvador,Mexico/Central America
ILU,Africa/Nairobi,Kenya,Africa
ILX,Pacific/Port_Moresby,Papua New Guinea,Pacific
ILZ,Europe/Bratislava,Slovakia,Europe
IMA,Pacific/Port_Moresby,Papua New Guinea,Pacific
IMD,Pacific/Port_Moresby,Papua New Guinea,Pacific
IMF,Asia/Kolkata,India,Pacific
IMG,Africa/Maputo,Mozambique,Africa
IML,America/Denver,United States,Domestic
IMM,America/New_York,United States,Domestic
IMO,Africa/Bangui,Central African Republic,Africa
IMP,America/Fortaleza,Brazil,South America
KCK,Asia/Irkutsk,Russian Federation,Europe
KCM,Europe/Istanbul,Türkiye,Europe
KCO,Europe/Istanbul,Türkiye,Europe
KCP,Europe/Kiev,Ukraine,Europe
KCU,Africa/Kampala,Uganda,Africa
KCZ,Asia/Tokyo,Japan,Pacific
ALO,America/Chicago,United States,Domestic
IMT,America/Menominee,United States,Domestic
KDH,Asia/Kabul,Afghanistan,Pacific
KDM,Indian/Maldives,Maldives,Pacific
INA,Europe/Moscow,Russian Federation,Europe
KDX,Africa/Khartoum,Sudan,Africa
KDN,Africa/Libreville,Gabon,Africa
INB,America/Belize,Belize,Mexico/Central America
KED,Africa/Nouakchott,Mauritania,Africa
KEF,Atlantic/Reykjavik,Iceland,Europe
KDR,Pacific/Port_Moresby,Papua New Guinea,Pacific
KEH,America/Los_Angeles,United States,Domestic
KDT,Asia/Bangkok,Thailand,Pacific
KDU,Asia/Karachi,Pakistan,Pacific
KEJ,Asia/Novokuznetsk,Russian Federation,Europe
KEL,Europe/Berlin,Germany,Europe
KDY,Asia/Colombo,Sri Lanka,Pacific
KDZ,Asia/Colombo,Sri Lanka,Pacific
KEM,Europe/Helsinki,Finland,Europe
KDA,Africa/Dakar,Senegal,Africa
KEC,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KDC,Africa/Porto-Novo,Benin,Africa
KDD,Asia/Karachi,Pakistan,Pacific
KDL,Europe/Tallinn,Estonia,Europe
KDO,Indian/Maldives,Maldives,Pacific
KEN,Africa/Freetown,Sierra Leone,Africa
INC,Asia/Shanghai,China,Pacific
IND,America/Indiana/Indianapolis,United States,Domestic
INE,Africa/Maputo,Mozambique,Africa
ING,America/Argentina/Rio_Gallegos,Argentina,South America
INH,Africa/Maputo,Mozambique,Africa
INI,Europe/Belgrade,Serbia,Europe
INJ,Australia/Brisbane,Australia,Australia/New Zealand
INK,America/Chicago,United States,Domestic
INL,America/Chicago,United States,Domestic
INN,Europe/Vienna,Austria,Europe
INO,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
INQ,Europe/Dublin,Ireland,Europe
INT,America/New_York,United States,Domestic
INU,Pacific/Nauru,Nauru,Pacific
INV,Europe/London,United Kingdom,Europe
INW,America/Phoenix,United States,Domestic
KEO,Africa/Abidjan,Côte d'Ivoire,Africa
KEP,Asia/Kathmandu,Nepal,Pacific
KEQ,Asia/Jayapura,Indonesia,Pacific
KER,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KEV,Europe/Helsinki,Finland,Europe
KEY,Africa/Nairobi,Kenya,Africa
KEZ,Asia/Colombo,Sri Lanka,Pacific
KGY,Australia/Brisbane,Australia,Australia/New Zealand
KGA,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KHC,Europe/Simferopol,Ukraine,Europe
INX,Asia/Jayapura,Indonesia,Pacific
INZ,Africa/Algiers,Algeria,Africa
IOA,Europe/Athens,Greece,Europe
IOK,Pacific/Port_Moresby,Papua New Guinea,Pacific
IOM,Europe/Isle_of_Man,Isle of Man,Europe
KGN,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
ION,Africa/Brazzaville,Congo,Africa
KGP,Asia/Yekaterinburg,Russian Federation,Europe
IOP,Pacific/Port_Moresby,Papua New Guinea,Pacific
IOR,Europe/Dublin,Ireland,Europe
IOS,America/Bahia,Brazil,South America
IOU,Pacific/Noumea,New Caledonia,Pacific
IOW,America/Chicago,United States,Domestic
IPC,Pacific/Easter,Chile,South America
IPE,Asia/Manila,Philippines,Pacific
IPG,America/Manaus,Brazil,South America
KHA,Asia/Tehran,"Iran, Islamic Republic of",Middle East
IPH,Asia/Kuala_Lumpur,Malaysia,Pacific
IPI,America/Bogota,Colombia,South America
KHE,Europe/Kiev,Ukraine,Europe
KHG,Asia/Shanghai,China,Pacific
KFS,Europe/Istanbul,Türkiye,Europe
KGD,Europe/Kaliningrad,Russian Federation,Europe
KGF,Asia/Almaty,Kazakhstan,Pacific
KGG,Africa/Dakar,Senegal,Africa
KGI,Australia/Perth,Australia,Australia/New Zealand
KGJ,Africa/Blantyre,Malawi,Africa
KGL,Africa/Kigali,Rwanda,Africa
KGO,Europe/Kiev,Ukraine,Europe
KGS,Europe/Athens,Greece,Europe
KHD,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KHH,Asia/Taipei,"Taiwan, Province of China",Pacific
KHI,Asia/Karachi,Pakistan,Pacific
KHJ,Europe/Helsinki,Finland,Europe
KHK,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KHM,Asia/Rangoon,Myanmar,Pacific
KHN,Asia/Shanghai,China,Pacific
IPN,America/Sao_Paulo,Brazil,South America
IPT,America/New_York,United States,Domestic
IPU,America/Bahia,Brazil,South America
IPW,Europe/London,United Kingdom,Europe
KHR,Asia/Ulaanbaatar,Mongolia,Pacific
KHU,Europe/Kiev,Ukraine,Europe
KHT,Asia/Kabul,Afghanistan,Pacific
IPZ,America/Costa_Rica,Costa Rica,Mexico/Central America
KIC,America/Los_Angeles,United States,Domestic
KHX,Africa/Kampala,Uganda,Africa
KIE,Pacific/Port_Moresby,Papua New Guinea,Pacific
IQN,Asia/Shanghai,China,Pacific
KIS,Africa/Nairobi,Kenya,Africa
IQQ,America/Santiago,Chile,South America
KIG,Africa/Johannesburg,South Africa,Africa
KIT,Europe/Athens,Greece,Europe
KIX,Asia/Tokyo,Japan,Pacific
KIK,Asia/Baghdad,Iraq,Middle East
KIL,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KJT,Asia/Jakarta,Indonesia,Pacific
KIO,Pacific/Majuro,Marshall Islands,Pacific
IQT,America/Lima,Peru,South America
IRB,America/Chicago,United States,Domestic
IRC,America/Anchorage,United States,Alaska
KIU,Africa/Nairobi,Kenya,Africa
IRD,Asia/Dhaka,Bangladesh,Pacific
KIW,Africa/Lusaka,Zambia,Africa
IRE,America/Bahia,Brazil,South America
KJA,Asia/Krasnoyarsk,Russian Federation,Europe
IRI,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa
KJI,Asia/Shanghai,China,Pacific
IRJ,America/Argentina/La_Rioja,Argentina,South America
KJP,Asia/Tokyo,Japan,Pacific
IRK,America/Chicago,United States,Domestic
KJX,Asia/Jakarta,Indonesia,Pacific
IRM,Asia/Yekaterinburg,Russian Federation,Europe
IRN,America/Tegucigalpa,Honduras,Mexico/Central America
KHS,Asia/Muscat,Oman,Middle East
KHV,Asia/Vladivostok,Russian Federation,Europe
KHY,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KID,Europe/Stockholm,Sweden,Europe
KIH,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KIJ,Asia/Tokyo,Japan,Pacific
KIM,Africa/Johannesburg,South Africa,Africa
KIR,Europe/Dublin,Ireland,Europe
KIV,Europe/Chisinau,"Moldova, Republic of",Europe
KJH,Asia/Shanghai,China,Pacific
KJK,Europe/Brussels,Belgium,Europe
KKC,Asia/Bangkok,Thailand,Pacific
KKE,Pacific/Auckland,New Zealand,Australia/New Zealand
IRO,Africa/Bangui,Central African Republic,Africa
IRP,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
IRS,America/Detroit,United States,Domestic
KKJ,Asia/Tokyo,Japan,Pacific
KKM,Asia/Bangkok,Thailand,Pacific
KKN,Europe/Oslo,Norway,Europe
KKO,Pacific/Auckland,New Zealand,Australia/New Zealand
KKS,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KKT,America/Chicago,United States,Domestic
IRU,Asia/Colombo,Sri Lanka,Pacific
IRZ,America/Manaus,Brazil,South America
KLC,Africa/Dakar,Senegal,Africa
KLD,Europe/Moscow,Russian Federation,Europe
ISB,Asia/Karachi,Pakistan,Pacific
KLF,Europe/Moscow,Russian Federation,Europe
KLO,Asia/Manila,Philippines,Pacific
KLH,Asia/Kolkata,India,Pacific
KLU,Europe/Vienna,Austria,Europe
KLJ,Europe/Vilnius,Lithuania,Europe
KLV,Europe/Prague,Czechia,Europe
KLX,Europe/Athens,Greece,Europe
ISC,Europe/London,United Kingdom,Europe
KME,Africa/Kigali,Rwanda,Africa
KMG,Asia/Shanghai,China,Pacific
KMI,Asia/Tokyo,Japan,Pacific
KLQ,Asia/Jakarta,Indonesia,Pacific
KLR,Europe/Stockholm,Sweden,Europe
KMJ,Asia/Tokyo,Japan,Pacific
KLT,Europe/Berlin,Germany,Europe
KKY,Europe/Dublin,Ireland,Europe
KKZ,Asia/Phnom_Penh,Cambodia,Pacific
KLB,Africa/Lusaka,Zambia,Africa
KLE,Africa/Douala,Cameroon,Africa
KLM,Asia/Tehran,"Iran, Islamic Republic of",Middle East
ISD,America/Bogota,Colombia,South America
KLZ,Africa/Johannesburg,South Africa,Africa
ISE,Europe/Istanbul,Türkiye,Europe
KMC,Asia/Riyadh,Saudi Arabia,Middle East
ISG,Asia/Tokyo,Japan,Pacific
ISH,Europe/Rome,Italy,Europe
ISJ,America/Cancun,Mexico,Mexico/Central America
KMH,Africa/Johannesburg,South Africa,Africa
ISK,Asia/Kolkata,India,Pacific
ISM,America/New_York,United States,Domestic
ISO,America/New_York,United States,Domestic
ISP,America/New_York,United States,Domestic
ISQ,America/Detroit,United States,Domestic
ISS,America/New_York,United States,Domestic
IST,Europe/Istanbul,Türkiye,Europe
ISU,Asia/Baghdad,Iraq,Middle East
KMN,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KMP,Africa/Windhoek,Namibia,Africa
KMQ,Asia/Tokyo,Japan,Pacific
KMS,Africa/Accra,Ghana,Africa
KMT,Asia/Phnom_Penh,Cambodia,Pacific
KMU,Africa/Mogadishu,Somalia,Africa
KMV,Asia/Rangoon,Myanmar,Pacific
KMW,Europe/Moscow,Russian Federation,Europe
KMX,Asia/Riyadh,Saudi Arabia,Middle East
KMZ,Africa/Lusaka,Zambia,Africa
KNA,America/Santiago,Chile,South America
ISW,America/Chicago,United States,Domestic
KNF,Europe/London,United Kingdom,Europe
KNG,Asia/Jayapura,Indonesia,Pacific
ITA,America/Manaus,Brazil,South America
KNI,Australia/Perth,Australia,Australia/New Zealand
KNJ,Africa/Brazzaville,Congo,Africa
KNO,Asia/Jakarta,Indonesia,Pacific
KNM,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KNN,Africa/Conakry,Guinea,Africa
KNR,Asia/Tehran,"Iran, Islamic Republic of",Middle East
KNS,Australia/Currie,Australia,Australia/New Zealand
KNQ,Pacific/Noumea,New Caledonia,Pacific
KNZ,Africa/Bamako,Mali,Africa
KNB,America/Denver,United States,Domestic
KNT,America/Chicago,United States,Domestic
ITB,America/Santarem,Brazil,South America
KNH,Asia/Taipei,"Taiwan, Province of China",Pacific
KNU,Asia/Kolkata,India,Pacific
KOO,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
ITE,America/Bahia,Brazil,South America
ITH,America/New_York,United States,Domestic
ITK,Pacific/Port_Moresby,Papua New Guinea,Pacific
KOC,Pacific/Noumea,New Caledonia,Pacific
KOD,Asia/Makassar,Indonesia,Pacific
ITM,Asia/Tokyo,Japan,Pacific
ITN,America/Bahia,Brazil,South America
KOG,Asia/Vientiane,Lao People's Democratic Republic,Pacific
ITR,America/Sao_Paulo,Brazil,South America
ITU,Asia/Srednekolymsk,Russian Federation,Europe
IUE,Pacific/Niue,Niue,Pacific
IUL,Asia/Jayapura,Indonesia,Pacific
IUS,Pacific/Port_Moresby,Papua New Guinea,Pacific
IVA,Indian/Antananarivo,Madagascar,Africa
KON,Asia/Ho_Chi_Minh,Viet Nam,Pacific
IVC,Pacific/Auckland,New Zealand,Australia/New Zealand
IVG,Europe/Podgorica,Montenegro,Europe
IVH,America/Anchorage,United States,Alaska
IVI,America/Panama,Panama,Mexico/Central America
IVL,Europe/Helsinki,Finland,Europe
IVO,America/Bogota,Colombia,South America
IVR,Australia/Sydney,Australia,Australia/New Zealand
IWA,Europe/Moscow,Russian Federation,Europe
IWD,America/Menominee,United States,Domestic
KOQ,Europe/Berlin,Germany,Europe
KOS,Asia/Phnom_Penh,Cambodia,Pacific
KOU,Africa/Libreville,Gabon,Africa
KOV,Asia/Almaty,Kazakhstan,Pacific
KOW,Asia/Shanghai,China,Pacific
KPD,America/New_York,United States,Domestic
KPO,Asia/Seoul,"Korea, Republic of",Pacific
KPS,Australia/Sydney,Australia,Australia/New Zealand
KPT,America/Los_Angeles,United States,Domestic
KPW,Asia/Kamchatka,Russian Federation,Europe
KQH,Asia/Kolkata,India,Pacific
KQT,Asia/Dushanbe,Tajikistan,Pacific
KRF,Europe/Stockholm,Sweden,Europe
KRN,Europe/Stockholm,Sweden,Europe
IWJ,Asia/Tokyo,Japan,Pacific
IWK,Asia/Tokyo,Japan,Pacific
IXG,Asia/Kolkata,India,Pacific
IXL,Asia/Kolkata,India,Pacific
IXN,Asia/Kolkata,India,Pacific
IXP,Asia/Kolkata,India,Pacific
IXQ,Asia/Kolkata,India,Pacific
IXS,Asia/Kolkata,India,Pacific
IXT,Asia/Kolkata,India,Pacific
IXV,Asia/Kolkata,India,Pacific
IXX,Asia/Kolkata,India,Pacific
IYK,America/Los_Angeles,United States,Domestic
IZA,America/Sao_Paulo,Brazil,South America
IZE,Europe/Berlin,Germany,Europe
IZO,Asia/Tokyo,Japan,Pacific
IZT,America/Mexico_City,Mexico,Mexico/Central America
KRC,Asia/Jakarta,Indonesia,Pacific
JAA,Asia/Kabul,Afghanistan,Pacific
KRE,Africa/Bujumbura,Burundi,Africa
JAC,America/Denver,United States,Domestic
JAD,Australia/Perth,Australia,Australia/New Zealand
JAF,Asia/Colombo,Sri Lanka,Pacific
JAG,Asia/Karachi,Pakistan,Pacific
KRK,Europe/Warsaw,Poland,Europe
KRL,Asia/Shanghai,China,Pacific
JAI,Asia/Kolkata,India,Pacific
JAJ,America/New_York,United States,Domestic
JAK,America/Port-au-Prince,Haiti,Caribbean
JAL,America/Mexico_City,Mexico,Mexico/Central America
JAM,Europe/Sofia,Bulgaria,Europe
JAN,America/Chicago,United States,Domestic
JAO,America/New_York,United States,Domestic
JAP,America/Costa_Rica,Costa Rica,Mexico/Central America
JAR,Asia/Tehran,"Iran, Islamic Republic of",Middle East
JAU,America/Lima,Peru,South America
KRO,Asia/Yekaterinburg,Russian Federation,Europe
KBM,Pacific/Port_Moresby,Papua New Guinea,Pacific
KRR,Europe/Moscow,Russian Federation,Europe
KSH,Asia/Tehran,"Iran, Islamic Republic of",Middle East
JBB,Asia/Jakarta,Indonesia,Pacific
KSI,Africa/Conakry,Guinea,Africa
KSK,Europe/Stockholm,Sweden,Europe
KRW,Asia/Ashgabat,Turkmenistan,Pacific
KRZ,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
KSW,Asia/Jerusalem,Israel,Middle East
KTF,Pacific/Auckland,New Zealand,Australia/New Zealand
KSD,Europe/Stockholm,Sweden,Europe
JBC,America/New_York,United States,Domestic
JBK,America/Los_Angeles,United States,Domestic
KSJ,Europe/Athens,Greece,Europe
JBR,America/Chicago,United States,Domestic
KSL,Africa/Khartoum,Sudan,Africa
JBS,America/Los_Angeles,United States,Domestic
KSO,Europe/Athens,Greece,Europe
KSQ,Asia/Samarkand,Uzbekistan,Pacific
KSS,Africa/Bamako,Mali,Africa
KST,Africa/Khartoum,Sudan,Africa
JCA,Europe/Paris,France,Europe
JCB,America/Sao_Paulo,Brazil,South America
KSY,Europe/Istanbul,Türkiye,Europe
JCC,America/Los_Angeles,United States,Domestic
JCD,America/St_Thomas,"Virgin Islands, U.S.",Caribbean
KTC,Africa/Abidjan,Côte d'Ivoire,Africa
JCE,America/Los_Angeles,United States,Domestic
JCI,America/Chicago,United States,Domestic
KTG,Asia/Pontianak,Indonesia,Pacific
KTI,Asia/Phnom_Penh,Cambodia,Pacific
JCM,America/Bahia,Brazil,South America
KRP,Europe/Copenhagen,Denmark,Europe
KRQ,Europe/Kiev,Ukraine,Europe
KRS,Europe/Oslo,Norway,Europe
KRT,Africa/Khartoum,Sudan,Africa
KSA,Pacific/Kosrae,"Micronesia, Federated States of",Pacific
KSC,Europe/Bratislava,Slovakia,Europe
KSE,Africa/Kampala,Uganda,Africa
KSF,Europe/Berlin,Germany,Europe
KSN,Asia/Almaty,Kazakhstan,Pacific
KSU,Europe/Oslo,Norway,Europe
KSZ,Europe/Moscow,Russian Federation,Europe
KTA,Australia/Perth,Australia,Australia/New Zealand
KTE,Asia/Kuala_Lumpur,Malaysia,Pacific
KTL,Africa/Nairobi,Kenya,Africa
JCN,Asia/Seoul,"Korea, Republic of",Pacific
JCO,Europe/Malta,Malta,Europe
JCT,America/Chicago,United States,Domestic
JCU,Africa/Ceuta,Spain,Europe
KGZ,America/Anchorage,United States,Alaska
JCY,America/Chicago,United States,Domestic
JDA,America/Los_Angeles,United States,Domestic
KTU,Asia/Kolkata,India,Pacific
JDB,America/Chicago,United States,Domestic
KTX,Africa/Bamako,Mali,Africa
KTY,Asia/Colombo,Sri Lanka,Pacific
JDF,America/Sao_Paulo,Brazil,South America
JDG,Asia/Seoul,"Korea, Republic of",Pacific
JDH,Asia/Kolkata,India,Pacific
JDM,America/New_York,United States,Domestic
KUI,Pacific/Auckland,New Zealand,Australia/New Zealand
KUJ,Asia/Tokyo,Japan,Pacific
JDN,America/Denver,United States,Domestic
KUN,Europe/Vilnius,Lithuania,Europe
JDO,America/Fortaleza,Brazil,South America
KUR,Asia/Kabul,Afghanistan,Pacific
JDP,Europe/Paris,France,Europe
KUT,Asia/Tbilisi,Georgia,Pacific
KUU,Asia/Kolkata,India,Pacific
KUV,Asia/Seoul,"Korea, Republic of",Pacific
JDR,America/Sao_Paulo,Brazil,South America
JDT,America/Chicago,United States,Domestic
KVD,Asia/Baku,Azerbaijan,Pacific
KVK,Europe/Moscow,Russian Federation,Europe
JDY,America/Los_Angeles,United States,Domestic
JDZ,Asia/Shanghai,China,Pacific
JED,Asia/Riyadh,Saudi Arabia,Middle East
KWA,Pacific/Kwajalein,Marshall Islands,Pacific
KTP,America/Jamaica,Jamaica,Caribbean
KWD,Africa/Bangui,Central African Republic,Africa
KTQ,Europe/Helsinki,Finland,Europe
KTT,Europe/Helsinki,Finland,Europe
KTW,Europe/Warsaw,Poland,Europe
KUA,Asia/Kuala_Lumpur,Malaysia,Pacific
KUD,Asia/Kuching,Malaysia,Pacific
KUF,Europe/Samara,Russian Federation,Europe
KUH,Asia/Tokyo,Japan,Pacific
KUL,Asia/Kuala_Lumpur,Malaysia,Pacific
KUO,Europe/Helsinki,Finland,Europe
KUS,America/Godthab,Greenland,Other International
KVA,Europe/Athens,Greece,Europe
KVB,Europe/Stockholm,Sweden,Europe
KVO,Europe/Belgrade,Serbia,Europe
KVR,Asia/Vladivostok,Russian Federation,Europe
KVX,Europe/Moscow,Russian Federation,Europe
KWE,Asia/Shanghai,China,Pacific
JEE,America/Port-au-Prince,Haiti,Caribbean
KWG,Europe/Kiev,Ukraine,Europe
KWH,Asia/Kabul,Afghanistan,Pacific
JEF,America/Chicago,United States,Domestic
KWJ,Asia/Seoul,"Korea, Republic of",Pacific
KWL,Asia/Shanghai,China,Pacific
KWU,Pacific/Auckland,New Zealand,Australia/New Zealand
KWZ,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
KXE,Africa/Johannesburg,South Africa,Africa
KXK,Asia/Vladivostok,Russian Federation,Europe
KYA,Europe/Istanbul,Türkiye,Europe
KZI,Europe/Athens,Greece,Europe
KXD,Asia/Yekaterinburg,Russian Federation,Europe
KZN,Europe/Moscow,Russian Federation,Europe
KZO,Asia/Qyzylorda,Kazakhstan,Pacific
KWI,Asia/Kuwait,Kuwait,Middle East
KZG,Europe/Berlin,Germany,Europe
JEG,America/Godthab,Greenland,Other International
JEK,Africa/Lusaka,Zambia,Africa
KYD,Asia/Taipei,"Taiwan, Province of China",Pacific
KYE,Asia/Beirut,Lebanon,Middle East
JEM,America/Los_Angeles,United States,Domestic
JEQ,America/Bahia,Brazil,South America
JFM,Australia/Perth,Australia,Australia/New Zealand
KYL,America/New_York,United States,Domestic
KYN,Europe/London,United Kingdom,Europe
KYO,America/New_York,United States,Domestic
JFN,America/New_York,United States,Domestic
KYS,Africa/Bamako,Mali,Africa
KYT,Asia/Rangoon,Myanmar,Pacific
JFR,America/Godthab,Greenland,Other International
JGE,Asia/Seoul,"Korea, Republic of",Pacific
KYZ,Asia/Krasnoyarsk,Russian Federation,Europe
JGL,America/New_York,United States,Domestic
KZC,Asia/Phnom_Penh,Cambodia,Pacific
KZD,Asia/Phnom_Penh,Cambodia,Pacific
JGN,Asia/Shanghai,China,Pacific
JGO,America/Godthab,Greenland,Other International
JGP,America/Chicago,United States,Domestic
JGQ,America/Chicago,United States,Domestic
JGR,America/Godthab,Greenland,Other International
JGS,Asia/Shanghai,China,Pacific
JGX,America/Los_Angeles,United States,Domestic
JHB,Asia/Kuala_Lumpur,Malaysia,Pacific
JHC,America/New_York,United States,Domestic
JHE,Europe/Stockholm,Sweden,Europe
JHG,Asia/Shanghai,China,Pacific
JHL,America/Edmonton,Canada,Canada
JHM,Pacific/Honolulu,United States,Hawaii
JHS,America/Godthab,Greenland,Other International
JIC,Asia/Shanghai,China,Pacific
KZS,Europe/Athens,Greece,Europe
LAA,America/Denver,United States,Domestic
LAD,Africa/Luanda,Angola,Africa
LAH,Asia/Jayapura,Indonesia,Pacific
LAG,America/Caracas,"Venezuela, Bolivarian Republic of",South America
JID,America/Los_Angeles,United States,Domestic
LAI,Europe/Paris,France,Europe
LAJ,America/Sao_Paulo,Brazil,South America
LAL,America/New_York,United States,Domestic
JIJ,Africa/Addis_Ababa,Ethiopia,Africa
LAM,America/Denver,United States,Domestic
LBI,Europe/Paris,France,Europe
LAP,America/Mazatlan,Mexico,Mexico/Central America
LAQ,Africa/Tripoli,Libya,Africa
LAR,America/Denver,United States,Domestic
LAT,America/Bogota,Colombia,South America
LAU,Africa/Nairobi,Kenya,Africa
LAV,Pacific/Apia,Samoa,Pacific
LBJ,Asia/Makassar,Indonesia,Pacific
JIK,Europe/Athens,Greece,Europe
JIM,Africa/Addis_Ababa,Ethiopia,Africa
JIN,Africa/Kampala,Uganda,Africa
LBA,Europe/London,United Kingdom,Europe
JIO,America/Los_Angeles,United States,Domestic
JIP,America/Guayaquil,Ecuador,South America
LAF,America/Indiana/Indianapolis,United States,Domestic
LAN,America/Detroit,United States,Domestic
LAO,Asia/Manila,Philippines,Pacific
LBH,Australia/Sydney,Australia,Australia/New Zealand
JIQ,Asia/Shanghai,China,Pacific
JIW,Asia/Karachi,Pakistan,Pacific
LBK,Africa/Nairobi,Kenya,Africa
LBL,America/Chicago,United States,Domestic
LBN,Africa/Nairobi,Kenya,Africa
LBO,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
LBP,Asia/Kuching,Malaysia,Pacific
LAW,America/Chicago,United States,Domestic
LBR,America/Manaus,Brazil,South America
LBT,America/New_York,United States,Domestic
LAX,America/Los_Angeles,United States,Domestic
LAY,Africa/Johannesburg,South Africa,Africa
LAZ,America/Bahia,Brazil,South America
LBC,Europe/Berlin,Germany,Europe
LBD,Asia/Dushanbe,Tajikistan,Pacific
JJA,Pacific/Guadalcanal,Solomon Islands,Pacific
JJD,Brazil/East,Brazil,South America
JJG,America/Sao_Paulo,Brazil,South America
JJI,America/Lima,Peru,South America
JJM,Africa/Nairobi,Kenya,Africa
LBW,Asia/Makassar,Indonesia,Pacific
LBX,Asia/Manila,Philippines,Pacific
LBY,Europe/Paris,France,Europe
LBZ,Africa/Luanda,Angola,Africa
LCA,Asia/Nicosia,Cyprus,Europe
LCC,Europe/Rome,Italy,Europe
LCD,Africa/Johannesburg,South Africa,Africa
LCE,America/Tegucigalpa,Honduras,Mexico/Central America
LCF,America/Guatemala,Guatemala,Mexico/Central America
LCG,Europe/Madrid,Spain,Europe
LCN,Australia/Adelaide,Australia,Australia/New Zealand
LCI,America/New_York,United States,Domestic
LCJ,Europe/Warsaw,Poland,Europe
