code,time_zone_id,country,region,latitude,longitude
PGP,Africa/Sao_Tome,Sao Tome and Principe,Africa,,
PID,America/Nassau,Bahamas,Caribbean,,
LIJ,America/Sitka,United States,Alaska,,
PII,America/Anchorage,United States,Alaska,,
SLZ,America/Fortaleza,Brazil,South America,,
SMF,America/Los_Angeles,United States,Domestic,38.69542167,-121.5907669
LRA,Europe/Athens,Greece,Europe,,
LLU,America/Godthab,Greenland,Other International,37.4894925,-94.31150444
QNY,America/New_York,United States,Domestic,,
LRD,America/Chicago,United States,Domestic,27.54373861,-99.46154361
SMS,Indian/Antananarivo,Madagascar,Africa,33.99569444,-80.3615
AUV,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AVO,America/New_York,United States,Domestic,27.591145,-81.52785333
AVV,Australia/Melbourne,Australia,Australia/New Zealand,,
AWR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AWZ,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
DOF,America/Sitka,United States,Alaska,,
EMB,America/Los_Angeles,United States,Domestic,,
SZC,America/Costa_Rica,Costa Rica,Mexico/Central America,,
EWD,America/Anchorage,United States,Alaska,,
HBC,America/Sitka,United States,Alaska,48.76838333,-101.5369953
SOO,Europe/Stockholm,Sweden,Europe,,
SOE,Africa/Brazzaville,Congo,Africa,,
STL,America/Chicago,United States,Domestic,38.74768694,-90.35998972
STP,America/Chicago,United States,Domestic,44.9344725,-93.05999861
STT,America/St_Thomas,"Virgin Islands, U.S.",Caribbean,18.33730556,-64.97336111
STV,Asia/Kolkata,India,Pacific,,
STX,America/St_Thomas,"Virgin Islands, U.S.",Caribbean,17.70188889,-64.79855556
SUB,Asia/Jakarta,Indonesia,Pacific,,
SUE,America/Chicago,United States,Domestic,44.84366222,-87.42154111
SUF,Europe/Rome,Italy,Europe,,
SUG,Asia/Manila,Philippines,Pacific,,
SXL,Europe/Dublin,Ireland,Europe,38.23163889,-80.87080556
CIB,America/Los_Angeles,United States,Domestic,,
TON,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
YNX,America/Yellowknife,Canada,Canada,,
DDG,Asia/Shanghai,China,Pacific,,
DEI,Indian/Mahe,Seychelles,Africa,,
BAM,America/Los_Angeles,United States,Domestic,40.59904583,-116.8743358
PRF,America/Anchorage,United States,Alaska,,
SKS,Europe/Copenhagen,Denmark,Europe,,
PTL,America/Anchorage,United States,Alaska,,
PVY,America/Anchorage,United States,Alaska,,
SSW,America/Los_Angeles,United States,Domestic,,
TNK,America/Anchorage,United States,Alaska,,
LYN,Europe/Paris,France,Europe,,
LYP,Asia/Karachi,Pakistan,Pacific,,
SZF,Europe/Istanbul,Türkiye,Europe,,
SZN,America/Los_Angeles,United States,Domestic,,
SZX,Asia/Shanghai,China,Pacific,,
LYS,Europe/Paris,France,Europe,,
AJN,Indian/Comoro,Comoros,Africa,,
AKM,Africa/Ndjamena,Chad,Africa,,
AXD,Europe/Athens,Greece,Europe,,
AYX,America/Lima,Peru,South America,,
AZJ,Asia/Shanghai,China,Pacific,,
AZN,Asia/Tashkent,Uzbekistan,Pacific,,
AZO,America/Detroit,United States,Domestic,42.234875,-85.5520575
BAI,America/Costa_Rica,Costa Rica,Mexico/Central America,,
SVP,Africa/Luanda,Angola,Africa,,
SWD,America/Anchorage,United States,Alaska,60.12693833,-149.4188122
SYH,Asia/Kathmandu,Nepal,Pacific,,
SYI,America/Chicago,United States,Domestic,35.56009889,-86.44249333
SYJ,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
SYM,Asia/Shanghai,China,Pacific,,
DGF,America/Vancouver,Canada,Canada,,
BBY,Africa/Bangui,Central African Republic,Africa,,
BKA,Europe/Moscow,Russian Federation,Europe,,
PNF,America/Anchorage,United States,Alaska,,
FAQ,Pacific/Port_Moresby,Papua New Guinea,Pacific,14.21577583,-169.4239058
QSG,Europe/Copenhagen,Denmark,Europe,,
RLA,America/Chicago,United States,Domestic,,
SXC,America/Los_Angeles,United States,Domestic,,
GLV,America/Nome,United States,Alaska,,
LZO,Asia/Shanghai,China,Pacific,,
GST,America/Juneau,United States,Alaska,58.42438139,-135.7073814
LZY,Asia/Shanghai,China,Pacific,,
MBJ,America/Jamaica,Jamaica,Caribbean,,
MBL,America/Detroit,United States,Domestic,44.27319722,-86.2490025
MBO,Asia/Manila,Philippines,Pacific,32.43866444,-90.10309222
BZS,America/New_York,United States,Domestic,,
BAO,Asia/Bangkok,Thailand,Pacific,,
BAQ,America/Bogota,Colombia,South America,,
BAT,America/Sao_Paulo,Brazil,South America,,
BBJ,Europe/Berlin,Germany,Europe,,
BBP,Europe/London,United Kingdom,Europe,34.62170861,-79.73435944
BBQ,America/Antigua,Antigua and Barbuda,Caribbean,,
BBW,America/Chicago,United States,Domestic,41.43645056,-99.64216861
BBX,America/New_York,United States,Domestic,,
BCA,America/Havana,Cuba,Caribbean,,
BCD,Asia/Manila,Philippines,Pacific,,
BCF,Africa/Bangui,Central African Republic,Africa,,
BCV,America/Belize,Belize,Mexico/Central America,61.41612444,-149.50888
BDG,America/Denver,United States,Domestic,37.58303472,-109.4832889
HIS,Australia/Lindeman,Australia,Australia/New Zealand,,
BFW,Africa/Algiers,Algeria,Africa,47.24902778,-91.41558333
RWB,America/Anchorage,United States,Alaska,,
MSB,America/Marigot,Saint Martin (French part),Caribbean,,
MWP,Asia/Kathmandu,Nepal,Pacific,,
LYB,America/Cayman,Cayman Islands,Caribbean,,
LYC,Europe/Stockholm,Sweden,Europe,,
LYO,America/Chicago,United States,Domestic,38.34261472,-98.22709639
LYH,America/New_York,United States,Domestic,37.32668528,-79.20043056
MAA,Asia/Kolkata,India,Pacific,,
KFP,America/Nome,United States,Alaska,54.84744583,-163.4103222
KKA,America/Anchorage,United States,Alaska,64.93404056,-161.158145
BGP,Africa/Libreville,Gabon,Africa,,
HCR,America/Anchorage,United States,Alaska,,
OCI,America/Anchorage,United States,Alaska,,
UQE,America/Anchorage,United States,Alaska,,
OHC,America/Anchorage,United States,Alaska,,
SCJ,America/Anchorage,United States,Alaska,,
CFA,America/Anchorage,United States,Alaska,,
KTN,America/Sitka,United States,Alaska,55.35556861,-131.71374
KAL,America/Anchorage,United States,Alaska,64.32571917,-158.7441475
KYK,America/Anchorage,United States,Alaska,57.56706389,-154.4503714
CWG,America/New_York,United States,Domestic,,
HOM,America/Anchorage,United States,Alaska,59.64555556,-151.4765833
HPB,America/Nome,United States,Alaska,61.52418306,-166.1467797
HSL,America/Anchorage,United States,Alaska,65.70055556,-156.3875
AKN,America/Anchorage,United States,Alaska,58.67680167,-156.6492175
AKP,America/Anchorage,United States,Alaska,68.1343225,-151.74168
BDL,America/New_York,United States,Domestic,41.93887417,-72.68322833
BDM,Europe/Istanbul,Türkiye,Europe,,
BDP,Asia/Kathmandu,Nepal,Pacific,,
BEA,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BEG,Europe/Belgrade,Serbia,Europe,,
BFL,America/Los_Angeles,United States,Domestic,35.43359806,-119.0567681
BFN,Africa/Johannesburg,South Africa,Africa,,
BFS,Europe/London,United Kingdom,Europe,,
IAN,America/Anchorage,United States,Alaska,66.97937611,-160.4358597
SHX,America/Anchorage,United States,Alaska,62.69511944,-159.5690614
KPH,America/Anchorage,United States,Alaska,54.45912028,-162.6936406
AAG,America/Sao_Paulo,Brazil,South America,,
LUR,America/Nome,United States,Alaska,,
OME,America/Nome,United States,Alaska,64.51220222,-165.4452458
LMA,America/Anchorage,United States,Alaska,,
VCB,America/Anchorage,United States,Alaska,38.37675167,-121.962455
OOK,America/Anchorage,United States,Alaska,60.53337639,-165.1139636
KPK,America/Anchorage,United States,Alaska,,
SMK,America/Anchorage,United States,Alaska,,
KUW,America/Anchorage,United States,Alaska,,
PTH,America/Anchorage,United States,Alaska,56.95943333,-158.6318208
PTU,America/Anchorage,United States,Alaska,59.01135611,-161.8196661
SKJ,America/Anchorage,United States,Alaska,,
VKW,America/Anchorage,United States,Alaska,,
KPC,America/Anchorage,United States,Alaska,,
WDB,America/Sitka,United States,Alaska,,
TGJ,Pacific/Noumea,New Caledonia,Pacific,,
CZO,America/Anchorage,United States,Alaska,,
MLY,America/Anchorage,United States,Alaska,64.99756472,-150.6441297
MFA,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa,,
MFE,America/Chicago,United States,Domestic,26.17583333,-98.23861111
LYK,Asia/Makassar,Indonesia,Pacific,,
LYR,Arctic/Longyearbyen,Svalbard and Jan Mayen,Other International,,
LYU,America/Chicago,United States,Domestic,,
LYX,Europe/London,United Kingdom,Europe,,
LZA,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
ORT,America/Anchorage,United States,Alaska,62.96133361,-141.9291369
OTZ,America/Nome,United States,Alaska,66.88467694,-162.5985497
AAO,America/Caracas,"Venezuela, Bolivarian Republic of",South America,37.74755556,-97.22113889
AAR,Europe/Copenhagen,Denmark,Europe,,
AAV,Asia/Manila,Philippines,Pacific,,
NLG,America/Anchorage,United States,Alaska,,
AAY,Asia/Aden,Yemen,Middle East,,
ACA,America/Mexico_City,Mexico,Mexico/Central America,,
ACH,Europe/Zurich,Switzerland,Europe,,
ACX,Asia/Shanghai,China,Pacific,,
BFV,Asia/Bangkok,Thailand,Pacific,,
BGA,America/Bogota,Colombia,South America,,
BGD,America/Chicago,United States,Domestic,35.70004194,-101.3940536
LSI,Europe/London,United Kingdom,Europe,,
FIC,America/Juneau,United States,Alaska,,
RBY,America/Anchorage,United States,Alaska,64.72721556,-155.4698886
XEO,America/Godthab,Greenland,Other International,,
PFD,America/Anchorage,United States,Alaska,,
ABZ,Europe/London,United Kingdom,Europe,,
XLF,America/Montreal,Canada,Canada,,
KSM,America/Anchorage,United States,Alaska,62.06048639,-163.3021108
TKA,America/Anchorage,United States,Alaska,62.3205,-150.0936944
GBN,Europe/Rome,Italy,Europe,,
FYU,America/Anchorage,United States,Alaska,66.57149028,-145.2504169
JNN,America/Godthab,Greenland,Other International,,
GAR,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
TNO,America/Costa_Rica,Costa Rica,Mexico/Central America,,
TNZ,Asia/Hovd,Mongolia,Pacific,,
TOB,Africa/Tripoli,Libya,Africa,44.018,-92.8315
BNM,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BNZ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BPD,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
CPN,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
LZU,America/New_York,United States,Domestic,33.97807611,-83.96237722
MBP,America/Lima,Peru,South America,,
MBQ,Africa/Kampala,Uganda,Africa,,
MBT,Asia/Manila,Philippines,Pacific,35.87748444,-86.37753222
MBX,Europe/Ljubljana,Slovenia,Europe,,
ACS,Asia/Krasnoyarsk,Russian Federation,Europe,,
ACZ,Asia/Tehran,"Iran, Islamic Republic of",Middle East,34.71789028,-78.00362444
AER,Europe/Moscow,Russian Federation,Europe,,
AES,Europe/Oslo,Norway,Europe,,
AFZ,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
AHO,Europe/Rome,Italy,Europe,,
AHZ,Europe/Paris,France,Europe,,
AJL,Asia/Kolkata,India,Pacific,,
MIN,Australia/Adelaide,Australia,Australia/New Zealand,,
MIP,Asia/Jerusalem,Israel,Middle East,,
MIR,Africa/Tunis,Tunisia,Africa,,
MIT,America/Los_Angeles,United States,Domestic,35.50592944,-119.1915236
SCC,America/Anchorage,United States,Alaska,70.19475583,-148.4651608
SLQ,America/Anchorage,United States,Alaska,61.70931139,-157.1557008
YCI,America/Toronto,Canada,Canada,,
MIW,America/Chicago,United States,Domestic,42.11272639,-92.91778778
MJB,Pacific/Majuro,Marshall Islands,Pacific,,
YCX,America/Moncton,Canada,Canada,,
YDI,America/Goose_Bay,Canada,Canada,,
BNT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BOT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
YJO,America/Vancouver,Canada,Canada,,
YAV,America/Vancouver,Canada,Canada,,
ELM,America/New_York,United States,Domestic,42.15991361,-76.89144333
QJE,America/Godthab,Greenland,Other International,,
MJC,Africa/Abidjan,Côte d'Ivoire,Africa,,
KKD,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KUY,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
KWO,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
AKJ,Asia/Tokyo,Japan,Pacific,,
GEI,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
HTI,Australia/Lindeman,Australia,Australia/New Zealand,,
RBH,America/Anchorage,United States,Alaska,,
AKL,Pacific/Auckland,New Zealand,Australia/New Zealand,,
MHT,America/New_York,United States,Domestic,42.93451639,-71.43705583
IHU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
YRE,America/Pangnirtung,Canada,Canada,,
TQL,Asia/Yekaterinburg,Russian Federation,Europe,,
YSR,America/Iqaluit,Canada,Canada,,
BPB,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MJF,Europe/Oslo,Norway,Europe,,
YGS,America/Vancouver,Canada,Canada,,
BPK,Pacific/Port_Moresby,Papua New Guinea,Pacific,36.36894194,-92.47052806
BTX,Australia/Brisbane,Australia,Australia/New Zealand,,
BUC,Australia/Brisbane,Australia,Australia/New Zealand,,
AKT,Asia/Nicosia,Cyprus,Europe,,
BDW,Australia/Perth,Australia,Australia/New Zealand,,
BGM,America/New_York,United States,Domestic,42.20848278,-75.97961361
BGN,Asia/Srednekolymsk,Russian Federation,Europe,,
BGO,Europe/Oslo,Norway,Europe,,
BGS,America/Chicago,United States,Domestic,,
BGU,Africa/Bangui,Central African Republic,Africa,,
BGV,America/Sao_Paulo,Brazil,South America,,
BVI,Australia/Brisbane,Australia,Australia/New Zealand,40.77248083,-80.39142556
YBI,America/Goose_Bay,Canada,Canada,,
MJG,America/Havana,Cuba,Caribbean,,
ZFL,America/Winnipeg,Canada,Canada,,
BLS,Australia/Brisbane,Australia,Australia/New Zealand,,
MJI,Africa/Tripoli,Libya,Africa,,
MHW,America/La_Paz,"Bolivia, Plurinational State of",South America,,
YIO,America/Iqaluit,Canada,Canada,,
MIA,America/New_York,United States,Domestic,25.79325,-80.29055556
EDA,America/Nome,United States,Alaska,,
GCI,Europe/Guernsey,Guernsey,Europe,,
AKW,Asia/Tehran,"Iran, Islamic Republic of",Middle East,55.57923333,-133.0759972
TRS,Europe/Rome,Italy,Europe,,
LBV,Africa/Libreville,Gabon,Africa,,
TRV,Asia/Kolkata,India,Pacific,,
TRZ,Asia/Kolkata,India,Pacific,,
TSA,Asia/Taipei,"Taiwan, Province of China",Pacific,,
TSB,Africa/Windhoek,Namibia,Africa,,
TSC,America/Guayaquil,Ecuador,South America,,
TSD,Africa/Johannesburg,South Africa,Africa,,
TSE,Asia/Almaty,Kazakhstan,Pacific,,
TBG,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
BQL,Australia/Brisbane,Australia,Australia/New Zealand,,
GIC,Australia/Brisbane,Australia,Australia/New Zealand,,
ALF,Europe/Oslo,Norway,Europe,,
ALH,Australia/Perth,Australia,Australia/New Zealand,,
ANO,Africa/Maputo,Mozambique,Africa,,
BEW,Africa/Maputo,Mozambique,Africa,,
BGW,Asia/Baghdad,Iraq,Middle East,,
HBH,America/Juneau,United States,Alaska,,
ISA,Australia/Brisbane,Australia,Australia/New Zealand,,
LRE,Australia/Brisbane,Australia,Australia/New Zealand,,
MYI,Australia/Brisbane,Australia,Australia/New Zealand,,
MJL,Africa/Libreville,Gabon,Africa,,
BKO,Africa/Bamako,Mali,Africa,,
MJM,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa,,
MIC,America/Chicago,United States,Domestic,45.06198611,-93.3539375
MID,America/Merida,Mexico,Mexico/Central America,,
KAH,Australia/Melbourne,Australia,Australia/New Zealand,,
LHG,Australia/Sydney,Australia,Australia/New Zealand,,
ADX,Europe/London,United Kingdom,Europe,,
TSX,Asia/Makassar,Indonesia,Pacific,,
TTB,Europe/Rome,Italy,Europe,,
DKL,America/Vancouver,Canada,Canada,,
BRZ,Africa/Abidjan,Côte d'Ivoire,Africa,,
BSZ,America/Anchorage,United States,Alaska,,
AEH,Africa/Ndjamena,Chad,Africa,,
ASR,Europe/Istanbul,Türkiye,Europe,,
AYN,Asia/Shanghai,China,Pacific,,
BHE,Pacific/Auckland,New Zealand,Australia/New Zealand,,
BHG,America/Tegucigalpa,Honduras,Mexico/Central America,,
BHJ,Asia/Kolkata,India,Pacific,,
BHM,America/Chicago,United States,Domestic,33.56294306,-86.75354972
BHN,Asia/Aden,Yemen,Middle East,,
BHQ,Australia/Broken_Hill,Australia,Australia/New Zealand,,
BHT,Australia/Brisbane,Australia,Australia/New Zealand,,
BHU,Asia/Kolkata,India,Pacific,,
BVL,America/La_Paz,"Bolivia, Plurinational State of",South America,,
EUA,Pacific/Tongatapu,Tonga,Pacific,,
HIH,Australia/Brisbane,Australia,Australia/New Zealand,,
HZK,Atlantic/Reykjavik,Iceland,Europe,,
MKL,America/Chicago,United States,Domestic,35.59987944,-88.91561611
BXV,Atlantic/Reykjavik,Iceland,Europe,,
BAC,America/Bogota,Colombia,South America,,
BIA,Europe/Paris,France,Europe,,
BID,America/New_York,United States,Domestic,41.16811889,-71.57784167
BIE,America/Chicago,United States,Domestic,40.30127778,-96.75411111
YHI,America/Yellowknife,Canada,Canada,,
BIJ,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
YKL,America/Montreal,Canada,Canada,,
MKO,America/Chicago,United States,Domestic,35.65773028,-95.36164889
MKW,Asia/Jayapura,Indonesia,Pacific,,
BIU,Atlantic/Reykjavik,Iceland,Europe,,
YKG,America/Montreal,Canada,Canada,,
MKY,Australia/Brisbane,Australia,Australia/New Zealand,25.99502778,-81.67252778
SDO,Asia/Tokyo,Japan,Pacific,,
YAT,America/Toronto,Canada,Canada,,
KZH,America/Anchorage,United States,Alaska,,
YHK,America/Cambridge_Bay,Canada,Canada,,
BJF,Europe/Oslo,Norway,Europe,,
BJI,America/Chicago,United States,Domestic,47.50942417,-94.93372333
CVA,America/New_York,United States,Domestic,,
CZH,America/Belize,Belize,Mexico/Central America,,
FMC,America/Anchorage,United States,Alaska,,
HSC,Asia/Shanghai,China,Pacific,,
YGY,America/Montreal,Canada,Canada,,
LCS,America/Costa_Rica,Costa Rica,Mexico/Central America,,
LGZ,America/Bogota,Colombia,South America,,
MLI,America/Chicago,United States,Domestic,41.44852639,-90.50753917
MLN,Africa/Ceuta,Spain,Europe,,
QPW,America/Godthab,Greenland,Other International,,
YLS,America/Montreal,Canada,Canada,,
OUI,Asia/Vientiane,Lao People's Democratic Republic,Pacific,,
JPU,Europe/Paris,France,Europe,,
JWH,America/Chicago,United States,Domestic,,
PCE,America/Anchorage,United States,Alaska,,
PFA,America/Anchorage,United States,Alaska,,
MLO,Europe/Athens,Greece,Europe,,
EPI,Pacific/Efate,Vanuatu,Pacific,,
MLP,Asia/Manila,Philippines,Pacific,,
MNJ,Indian/Antananarivo,Madagascar,Africa,,
MNL,Asia/Manila,Philippines,Pacific,,
MJQ,America/Chicago,United States,Domestic,43.65004111,-94.98654611
FTL,America/Nome,United States,Alaska,,
BAG,Asia/Manila,Philippines,Pacific,,
BAH,Asia/Bahrain,Bahrain,Middle East,,
BAV,Asia/Chongqing,China,Pacific,,
BAX,Asia/Omsk,Russian Federation,Europe,43.78091667,-82.98566667
BBR,America/Guadeloupe,Guadeloupe,Caribbean,,
BBS,Europe/London,United Kingdom,Europe,,
BJL,Africa/Banjul,Gambia,Africa,,
BJN,Africa/Maputo,Mozambique,Africa,,
BJQ,Asia/Muscat,Oman,Middle East,,
BJT,Asia/Colombo,Sri Lanka,Pacific,,
BJV,Europe/Istanbul,Türkiye,Europe,,
YTC,America/Vancouver,Canada,Canada,,
YMP,America/Vancouver,Canada,Canada,,
CCD,America/Los_Angeles,United States,Domestic,,
NES,America/New_York,United States,Domestic,,
MST,Europe/Amsterdam,Netherlands,Europe,,
YND,America/Toronto,Canada,Canada,,
MSV,America/New_York,United States,Domestic,41.70164917,-74.79501389
DJG,Africa/Algiers,Algeria,Africa,,
AAL,Europe/Copenhagen,Denmark,Europe,,
ALT,America/Santarem,Brazil,South America,,
YNP,America/Goose_Bay,Canada,Canada,,
AYU,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MSY,America/Chicago,United States,Domestic,29.99338889,-90.25802778
YNC,America/Montreal,Canada,Canada,,
YXY,America/Whitehorse,Canada,Canada,,
POQ,America/Anchorage,United States,Alaska,,
RLU,America/Anchorage,United States,Alaska,,
MTH,America/New_York,United States,Domestic,24.72614083,-81.05137806
EPT,Pacific/Port_Moresby,Papua New Guinea,Pacific,,
MTJ,America/Denver,United States,Domestic,38.50886722,-107.8938333
EXI,America/Juneau,United States,Alaska,58.42049861,-135.4490328
SOI,Australia/Brisbane,Australia,Australia/New Zealand,,
PTR,America/Anchorage,United States,Alaska,,
FNK,America/Anchorage,United States,Alaska,,
BAS,Pacific/Guadalcanal,Solomon Islands,Pacific,,
BMT,America/Chicago,United States,Domestic,30.07044111,-94.21553806
BMV,Asia/Ho_Chi_Minh,Viet Nam,Pacific,,
BMY,Pacific/Noumea,New Caledonia,Pacific,,
BNA,America/Chicago,United States,Domestic,36.12447667,-86.67818222
BND,Asia/Tehran,"Iran, Islamic Republic of",Middle East,,
BQI,Africa/Windhoek,Namibia,Africa,,
FXM,America/Anchorage,United States,Alaska,,
GTB,Asia/Kuala_Lumpur,Malaysia,Pacific,,
HEX,America/Santo_Domingo,Dominican Republic,Caribbean,,
RXA,Asia/Aden,Yemen,Middle East,,
HGT,America/Los_Angeles,United States,Domestic,,
KGE,Pacific/Guadalcanal,Solomon Islands,Pacific,,
NBO,Africa/Nairobi,Kenya,Africa,,
YPL,America/Atikokan,Canada,Canada,,
YPX,America/Montreal,Canada,Canada,,
NMF,Indian/Maldives,Maldives,Pacific,,
QUP,America/Godthab,Greenland,Other International,,
VIK,America/Anchorage,United States,Alaska,,
WBI,America/Denver,United States,Domestic,,
YPM,America/Winnipeg,Canada,Canada,,
YCP,America/Winnipeg,Canada,Canada,,
NBS,Asia/Shanghai,China,Pacific,,
NCE,Europe/Paris,France,Europe,,
NEU,Asia/Vientiane,Lao People's Democratic Republic,Pacific,,
KOI,Europe/London,United Kingdom,Europe,,
MDA,America/Chicago,United States,Domestic,,
MJR,America/Argentina/Buenos_Aires,Argentina,South America,,
XBE,America/Winnipeg,Canada,Canada,,
JSO,Europe/Stockholm,Sweden,Europe,31.86933667,-95.21739028
BDS,Europe/Rome,Italy,Europe,,
BDU,Europe/Oslo,Norway,Europe,,
BEB,Europe/London,United Kingdom,Europe,,
YTK,America/Montreal,Canada,Canada,,
BED,America/New_York,United States,Domestic,42.46995306,-71.28903
